user_id,item_id
2070,12263816
2070,1105426
2070,840505
2070,8181198
2070,894638
2070,9365874
2070,944588
2070,13115802
2070,830887
2070,950202
2070,906995
2070,1118963
2070,1091434
2070,896292
2070,935770
2070,1082955
2070,928263
2070,879194
2070,6979317
2070,9297229
2070,12352352
2070,9575554
2070,853775
2070,12524276
2070,959401
2070,948891
2070,932936
2070,914483
2070,7115539
2070,837865
2070,1021935
2070,9296955
2070,862915
2070,872568
2070,846502
2070,1092937
2070,1063327
2070,12188159
2070,12263759
2070,9446260
2070,991397
2070,856652
2070,1131977
2070,1106198
2070,10456404
2070,1105661
2070,827749
2070,961983
2070,10204279
2070,12693102
2021,1041390
2021,950935
2021,1119454
2021,1019142
2021,906493
2021,1119196
2021,1129080
2021,912902
2021,1117299
2021,1109206
2021,1079594
2021,944354
2021,863762
2021,903763
2021,956067
2021,835578
2021,1072494
2021,965009
2021,6534077
2021,870515
2021,1026550
2021,6552920
2021,1057843
2021,7147915
2021,9655696
2021,6424460
2021,1029125
2021,842423
2021,9487534
2021,1013928
2021,1055168
2021,1135566
2021,858373
2021,998556
2021,897295
2021,9419961
2021,9469110
2021,12731685
2021,1103808
2021,987044
2021,896862
2021,970760
2021,845208
2021,1025535
2021,9526410
2021,10282046
2021,1026984
2021,847790
2021,6424471
2021,1096794
1753,1116028
1753,967041
1753,878772
1753,982211
1753,898572
1753,917423
1753,1110613
1753,1089066
1753,1094625
1753,1119155
1753,867668
1753,6703964
1753,1066783
1753,942475
1753,1057848
1753,914244
1753,957331
1753,1124548
1753,9296955
1753,9527293
1753,952184
1753,1011888
1753,5569397
1753,13842217
1753,1060609
1753,835243
1753,1051505
1753,991864
1753,1103160
1753,9883625
1753,1091400
1753,1027512
1753,882540
1753,942166
1753,8160291
1753,1022299
1753,897125
1753,1048185
1753,977497
1753,949958
1753,5573237
1753,885582
1753,972320
1753,842350
1753,8119094
1753,10198402
1753,915605
1753,1114319
1753,999063
1753,849886
2120,1029743
2120,1106523
2120,5569230
2120,916122
2120,1044078
2120,844179
2120,1126899
2120,1070820
2120,1127831
2120,866211
2120,8090521
2120,878996
2120,8090537
2120,1004906
2120,5569471
2120,854852
2120,899624
2120,986912
2120,933835
2120,1075368
2120,1081177
2120,6034857
2120,5585510
2120,834117
2120,965267
2120,940947
2120,12810393
2120,913210
2120,874972
2120,983584
2120,5569845
2120,5568378
2120,999858
2120,908318
2120,901062
2120,985999
2120,1040807
2120,1018740
2120,951412
2120,1105488
2120,1101010
2120,880150
2120,857503
2120,1132771
2120,1037840
2120,1122358
2120,1043751
2120,823704
2120,909714
2120,854405
1346,1129982
1346,1095712
1346,5569309
1346,6039787
1346,1135983
1346,5569993
1346,952376
1346,9677878
1346,1124394
1346,1108894
1346,1129945
1346,8358065
1346,845082
1346,1137342
1346,1077281
1346,870720
1346,1005991
1346,835943
1346,6391267
1346,9859082
1346,1016210
1346,5568758
1346,9190318
1346,5574377
1346,5584646
1346,9803433
1346,1124732
1346,1022527
1346,908312
1346,824072
1346,13008459
1346,912004
1346,10356272
1346,1034886
1346,837569
1346,840890
1346,8090560
1346,866540
1346,1063577
1346,1097418
1346,844818
1346,820518
1346,827919
1346,918846
1346,860299
1346,866211
1346,1082212
1346,859427
1346,1006184
1346,1081177
2324,6391075
2324,1108894
2324,5564067
2324,5996033
2324,938118
2324,1090700
2324,1046562
2324,10143784
2324,7104690
2324,5567262
2324,865907
2324,9655449
2324,8019806
2324,7409483
2324,933841
2324,1002516
2324,15926712
2324,1079275
2324,1046834
2324,952653
2324,881873
2324,9297059
2324,839653
2324,5572133
2324,9526839
2324,874209
2324,9677919
2324,1135467
2324,932494
2324,952239
2324,869216
2324,1095087
2324,868597
2324,9297097
2324,851716
2324,8160291
2324,961379
2324,838347
2324,978534
2324,874149
2324,1038111
2324,901602
2324,1056065
2324,10180397
2324,873847
2324,1063560
2324,15737492
2324,9677052
2324,877611
2324,990186
2430,5571075
2430,831161
2430,995904
2430,1065035
2430,1020770
2430,967041
2430,9297282
2430,839192
2430,864392
2430,1003661
2430,1133686
2430,10457521
2430,1095342
2430,1117348
2430,868415
2430,9446579
2430,12385163
2430,10456645
2430,926252
2430,981568
2430,844493
2430,9803545
2430,9392700
2430,859276
2430,1000614
2430,949488
2430,834952
2430,980120
2430,1029174
2430,1084613
2430,9194836
2430,1077771
2430,991949
2430,844278
2430,6534573
2430,1007269
2430,1108963
2430,938638
2430,1021139
2430,896611
2430,1048272
2430,1115259
2430,1139835
2430,1012932
2430,929231
2430,9296855
2430,921340
2430,829563
2430,1066869
2430,7024830
1434,9297319
1434,953609
1434,847139
1434,1112357
1434,994994
1434,10198402
1434,7166724
1434,7168895
1434,1102090
1434,12386123
1434,905731
1434,6464126
1434,832007
1434,865951
1434,9419563
1434,12649133
1434,956200
1434,8019954
1434,1019142
1434,1051882
1434,13073133
1434,5564636
1434,1016421
1434,6602447
1434,889533
1434,846202
1434,884344
1434,873160
1434,13775274
1434,956399
1434,908283
1434,820291
1434,1002735
1434,6552254
1434,971896
1434,1096629
1434,1131115
1434,957331
1434,892502
1434,909249
1434,1079659
1434,10456475
1434,10149685
1434,6979128
1434,874209
1434,10121838
1434,8118967
1434,1133462
1434,5570155
1434,5566309
2181,1034868
2181,1027691
2181,1095870
2181,1082627
2181,924997
2181,848402
2181,1022859
2181,1093587
2181,1133686
2181,834086
2181,15717075
2181,932936
2181,9803015
2181,895351
2181,5568817
2181,13115839
2181,12301825
2181,9677163
2181,868542
2181,874998
2181,13115838
2181,970736
2181,1021420
2181,876695
2181,9363315
2181,1093625
2181,7443069
2181,918438
2181,958891
2181,10457124
2181,8119297
2181,844929
2181,913849
2181,9297362
2181,868430
2181,912468
2181,952924
2181,958601
2181,824037
2181,10457313
2181,13158498
2181,5569379
2181,998828
2181,12171765
2181,1047249
2181,1023697
2181,6463482
2181,1079484
2181,9827953
2181,998912
1011,1029605
1011,1077497
1011,13213315
1011,951176
1011,1095964
1011,1111264
1011,1081919
1011,912807
1011,9827565
1011,1106022
1011,974250
1011,905942
1011,7025044
1011,9297349
1011,1110695
1011,12384729
1011,839357
1011,7131304
1011,829437
1011,9297538
1011,9655679
1011,8248997
1011,5569419
1011,8064946
1011,928238
1011,7115539
1011,860361
1011,13094777
1011,933812
1011,891618
1011,1002102
1011,1043230
1011,999563
1011,1112665
1011,959496
1011,866776
1011,1016539
1011,1090336
1011,1006762
1011,1091449
1011,6513719
1011,950863
1011,1092289
1011,12301268
1011,884186
1011,880377
1011,7151415
1011,7025196
1011,912166
1011,1054186
119,10457226
119,820296
119,1103550
119,1092750
119,828048
119,1111722
119,903443
119,998557
119,976463
119,5565664
119,980943
119,996259
119,902943
119,941468
119,9677620
119,1000930
119,1103752
119,973471
119,1063246
119,897733
119,1105728
119,864900
119,5569319
119,16729296
119,907418
119,9526628
119,825625
119,6039773
119,12187839
119,8020167
119,1109463
119,9677095
119,879528
119,7410018
119,6602381
119,9677014
119,6423729
119,9707080
119,1136397
119,1006063
119,855840
119,12453246
119,1014233
119,12781606
119,12781505
119,6395966
119,965091
119,975724
119,5581464
119,12781924
1550,9835880
1550,889383
1550,847127
1550,5564772
1550,1139415
1550,1085778
1550,1095242
1550,858102
1550,930545
1550,1068504
1550,914821
1550,1084551
1550,988235
1550,1080153
1550,981628
1550,1095970
1550,1096667
1550,937110
1550,1132445
1550,944172
1550,1098892
1550,1116385
1550,1057350
1550,1011974
1550,1094262
1550,13506119
1550,908843
1550,9526794
1550,1021562
1550,1011427
